filename,stem,severity,bin,bin_name,brightness
AM_Bing_211.png,AM_Bing_211,0.2787190079689026,1,light,122.10772705078125
AM_Bing_217.png,AM_Bing_217,0.3964115381240845,2,moderate,161.80859375
AM_Bing_222.png,AM_Bing_222,0.4300115704536438,3,heavy,148.9146728515625
AM_Bing_229.png,AM_Bing_229,0.4045562148094177,2,moderate,138.30572509765625
AM_Bing_232.png,AM_Bing_232,0.1229875683784484,0,clear,113.49444580078125
AM_Bing_242.png,AM_Bing_242,0.4133959412574768,2,moderate,138.70709228515625
AM_Bing_243.png,AM_Bing_243,0.5868090391159058,3,heavy,176.5394287109375
AM_Bing_274.png,AM_Bing_274,0.4079320430755615,2,moderate,144.02264404296875
AM_Bing_318.png,AM_Bing_318,0.3954042196273803,2,moderate,121.6951904296875
AM_Bing_422.png,AM_Bing_422,0.3361303806304931,1,light,140.8380126953125
AM_Bing_464.png,AM_Bing_464,0.146493911743164,0,clear,54.33050537109375
AM_Bing_536.png,AM_Bing_536,0.6511955261230469,3,heavy,191.98077392578125
AM_Bing_640.png,AM_Bing_640,0.1579203605651855,0,clear,93.6146240234375
AM_Bing_727.png,AM_Bing_727,0.4724361300468445,3,heavy,159.03521728515625
AM_Google_019.png,AM_Google_019,0.383272647857666,2,moderate,151.74005126953125
AM_Google_035.png,AM_Google_035,0.5919655561447144,3,heavy,138.96832275390625
AM_Google_067.png,AM_Google_067,0.3629157543182373,2,moderate,136.18463134765625
AM_Google_10.png,AM_Google_10,0.1588215827941894,0,clear,126.88037109375
AM_Google_228.png,AM_Google_228,0.5723708868026733,3,heavy,173.82269287109375
AM_Google_244.png,AM_Google_244,0.709613025188446,3,heavy,143.1685791015625
AM_Google_246.png,AM_Google_246,0.4506345987319946,3,heavy,129.71063232421875
AM_Google_250.png,AM_Google_250,0.5715831518173218,3,heavy,153.2010498046875
AM_Google_289.png,AM_Google_289,0.3719326257705688,2,moderate,132.92608642578125
AM_Google_309.png,AM_Google_309,0.6654204726219177,3,heavy,173.5572509765625
AM_Google_320.png,AM_Google_320,0.3990859985351562,2,moderate,115.16217041015625
AM_Google_359.png,AM_Google_359,0.5546637773513794,3,heavy,175.473876953125
AM_Google_411.png,AM_Google_411,0.3797431588172912,2,moderate,109.43011474609375
AM_Google_494.png,AM_Google_494,0.5718016624450684,3,heavy,137.6424560546875
AM_Google_525.png,AM_Google_525,0.1985454559326172,0,clear,88.06854248046875
AM_Google_617.png,AM_Google_617,0.5234420299530029,3,heavy,122.643798828125
AM_Google_707.png,AM_Google_707,0.7345753908157349,3,heavy,203.9681396484375
AM_Google_711.png,AM_Google_711,0.5860940217971802,3,heavy,145.705810546875
AM_Google_754.png,AM_Google_754,0.6362739205360413,3,heavy,191.42510986328125
AM_Google_768.png,AM_Google_768,0.5167286992073059,3,heavy,171.0909423828125
