filename,stem,severity
AM_Bing_211.png,AM_Bing_211,0.2797238230705261
AM_Bing_217.png,AM_Bing_217,0.4132252037525177
AM_Bing_222.png,AM_Bing_222,0.4324546158313751
AM_Bing_229.png,AM_Bing_229,0.4074991047382355
AM_Bing_232.png,AM_Bing_232,0.13280995190143585
AM_Bing_242.png,AM_Bing_242,0.41828280687332153
AM_Bing_243.png,AM_Bing_243,0.5917063355445862
AM_Bing_274.png,AM_Bing_274,0.4079320728778839
AM_Bing_318.png,AM_Bing_318,0.4002188444137573
AM_Bing_422.png,AM_Bing_422,0.339370459318161
AM_Bing_464.png,AM_Bing_464,0.20990362763404846
AM_Bing_536.png,AM_Bing_536,0.6511955261230469
AM_Bing_640.png,AM_Bing_640,0.186327263712883
AM_Bing_727.png,AM_Bing_727,0.47267037630081177
AM_Google_019.png,AM_Google_019,0.3832724392414093
AM_Google_035.png,AM_Google_035,0.5950250029563904
AM_Google_067.png,AM_Google_067,0.36719363927841187
AM_Google_10.png,AM_Google_10,0.15882162749767303
AM_Google_228.png,AM_Google_228,0.5755332112312317
AM_Google_244.png,AM_Google_244,0.7096129655838013
AM_Google_246.png,AM_Google_246,0.4531461298465729
AM_Google_250.png,AM_Google_250,0.5746777057647705
AM_Google_289.png,AM_Google_289,0.37529441714286804
AM_Google_309.png,AM_Google_309,0.6751327514648438
AM_Google_320.png,AM_Google_320,0.40046435594558716
AM_Google_359.png,AM_Google_359,0.5552141070365906
AM_Google_411.png,AM_Google_411,0.3823789656162262
AM_Google_494.png,AM_Google_494,0.5718016028404236
AM_Google_525.png,AM_Google_525,0.20185363292694092
AM_Google_617.png,AM_Google_617,0.5347613096237183
AM_Google_707.png,AM_Google_707,0.75818932056427
AM_Google_711.png,AM_Google_711,0.6191397309303284
AM_Google_754.png,AM_Google_754,0.637165904045105
AM_Google_768.png,AM_Google_768,0.5265686511993408
AM_Google_796.png,AM_Google_796,0.507942259311676
AM_Google_869.png,AM_Google_869,0.36647939682006836
BD_Baidu_000.png,BD_Baidu_000,0.6850595474243164
BD_Baidu_007.png,BD_Baidu_007,0.6184959411621094
BD_Baidu_018.png,BD_Baidu_018,0.6363841891288757
BD_Baidu_022.png,BD_Baidu_022,0.4930397570133209
BD_Baidu_023.png,BD_Baidu_023,0.7145203948020935
BD_Baidu_031.png,BD_Baidu_031,0.43579432368278503
BD_Baidu_038.png,BD_Baidu_038,0.40406322479248047
BD_Baidu_039.png,BD_Baidu_039,0.484867662191391
BD_Baidu_042.png,BD_Baidu_042,0.8444339632987976
BD_Baidu_045.png,BD_Baidu_045,0.5576127171516418
BD_Baidu_046.png,BD_Baidu_046,0.5396815538406372
BD_Baidu_050.png,BD_Baidu_050,0.7160565257072449
BD_Baidu_058.png,BD_Baidu_058,0.7121503949165344
BD_Baidu_059.png,BD_Baidu_059,0.5030721426010132
BD_Baidu_062.png,BD_Baidu_062,0.48384785652160645
BD_Baidu_065.png,BD_Baidu_065,0.4174337387084961
BD_Baidu_074.png,BD_Baidu_074,0.6977500915527344
BD_Baidu_076.png,BD_Baidu_076,0.5880364775657654
BD_Baidu_078.png,BD_Baidu_078,0.6908424496650696
BD_Baidu_08.png,BD_Baidu_08,0.7499416470527649
BD_Baidu_081.png,BD_Baidu_081,0.5339489579200745
BD_Baidu_084.png,BD_Baidu_084,0.5084328055381775
BD_Baidu_087.png,BD_Baidu_087,0.48119908571243286
BD_Baidu_088.png,BD_Baidu_088,0.6318163275718689
BD_Baidu_095.png,BD_Baidu_095,0.6437497735023499
BD_Baidu_097.png,BD_Baidu_097,0.5026195049285889
BD_Baidu_10.png,BD_Baidu_10,0.5279837846755981
BD_Baidu_102.png,BD_Baidu_102,0.5254471898078918
BD_Baidu_104.png,BD_Baidu_104,0.5526702404022217
BD_Baidu_105.png,BD_Baidu_105,0.5130375623703003
BD_Baidu_116.png,BD_Baidu_116,0.6233057975769043
BD_Baidu_117.png,BD_Baidu_117,0.6692027449607849
BD_Baidu_129.png,BD_Baidu_129,0.6437456011772156
BD_Baidu_133.png,BD_Baidu_133,0.7409599423408508
BD_Baidu_134.png,BD_Baidu_134,0.8209522366523743
BD_Baidu_137.png,BD_Baidu_137,0.5433632731437683
BD_Baidu_142.png,BD_Baidu_142,0.5747970938682556
BD_Baidu_143.png,BD_Baidu_143,0.4321030080318451
BD_Baidu_145.png,BD_Baidu_145,0.5650860071182251
BD_Baidu_166.png,BD_Baidu_166,0.6829805970191956
BD_Baidu_174.png,BD_Baidu_174,0.262859582901001
BD_Baidu_18.png,BD_Baidu_18,0.5434847474098206
BD_Baidu_195.png,BD_Baidu_195,0.6422572135925293
BD_Baidu_196.png,BD_Baidu_196,0.6745811104774475
BD_Baidu_199.png,BD_Baidu_199,0.5166301727294922
BD_Baidu_200.png,BD_Baidu_200,0.7200018763542175
BD_Baidu_201.png,BD_Baidu_201,0.7509084343910217
BD_Baidu_208.png,BD_Baidu_208,0.6051309704780579
